Freq,Posting_ptr,Terms_ptr
2,"[57, 55]",12208
1,[44],12218
1,[20],12227
3,"[80, 80, 80]",12233
49,"[43, 16, 6, 30, 16, 54, 34, 16, 30, 2, 13, 31, 13, 36, 31, 54, 3, 13, 15, 7, 43, 24, 1, 32, 69, 3, 40, 46, 58, 29, 76, 18, 18, 16, 26, 64, 56, 60, 21, 17, 4, 9, 42, 26, 34, 5, 42, 62, 1]",12239
5,"[77, 53, 30, 53, 26]",12245
1,[43],12254
2,"[5, 5]",12262
1,[6],12266
9,"[11, 71, 13, 68, 69, 7, 68, 10, 40]",12270
1,[2],12272
1,[86],12276
8,"[17, 14, 37, 46, 77, 62, 28, 16]",12279
1,[29],12284
191,"[86, 35, 35, 36, 33, 43, 84, 86, 84, 85, 34, 33, 38, 2, 40, 32, 43, 35, 36, 42, 39, 34, 34, 1, 33, 39, 35, 32, 35, 38, 35, 37, 85, 42, 40, 53, 32, 59, 20, 74, 59, 74, 19, 59, 74, 19, 59, 74, 18, 59, 60, 18, 73, 19, 36, 20, 59, 23, 56, 82, 76, 56, 22, 57, 9, 22, 57, 9, 58, 21, 21, 21, 58, 21, 73, 23, 61, 17, 66, 15, 66, 12, 66, 70, 66, 65, 12, 14, 67, 14, 67, 14, 67, 67, 13, 65, 64, 16, 62, 72, 17, 62, 62, 62, 16, 11, 72, 63, 16, 71, 16, 63, 71, 16, 64, 62, 56, 23, 55, 29, 29, 29, 29, 29, 47, 81, 81, 28, 28, 47, 28, 47, 47, 27, 77, 28, 48, 30, 81, 31, 31, 44, 3, 44, 44, 44, 45, 31, 44, 44, 44, 30, 82, 45, 30, 30, 48, 5, 52, 26, 49, 25, 6, 53, 25, 25, 54, 54, 54, 54, 24, 54, 77, 55, 52, 26, 59, 51, 51, 26, 27, 26, 27, 27, 27, 79, 27, 27, 27, 49, 26]",12289
1,[22],12293
1,[61],12298
1,[36],12301
5,"[0, 6, 3, 46, 69]",12309
2,"[45, 49]",12312
1,[22],12318
1,[10],12324
1,[17],12334
3,"[54, 54, 54]",12338
